ID,final_result,d_male,d_female,Age as of Academic Year 17/18,d_currentyear_FS1,d_currentyear_FS2,d_Grade1-3,d_Grade4-7,d_Grade8-9,d_grade10-11,d_y1-5,d_y6-7,dy89,y10-12,dKG1,d_KG2,d_school1_currentstudent,d_school2_currentstudent,d_New_Admission 18/19,d_previouscurriculum,d_school1,d_school2,americancurr,britishcurr,Math-exam,Science-exam,English-exam,Math19-1,Science19-1,English19-1,Math19-2,Science19-2,English19-2,Math19-3,Science19-3,English19-3,Math20-1,Science20-1,English20-1,Science20-2,English20-2,Science20-3,English20-3
1266,Pass with distinction,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,85,83.7,90.5,90.5,59.3,59.3,85,83.3,85,100,100,61.7,88.4,73.3,100,77.7
1267,Pass with distinction,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,77.7,77.3,88.4,88.4,85.6,85.6,77.7,66.7,89.1,100,95.5,91.3,69.8,90.5,61.7,82.7
1268,Pass with distinction,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,82.7,88.1,69.8,69.8,76.8,76.8,82.7,60,87.3,100,96.3,87.6,85,88.4,91.3,89.7
1269,Pass with distinction,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,77.2,89.7,85,85,75.2,75.2,33.3,63.6,93.4,100,100,88.3,77.7,69.8,87.6,83.3
1270,Pass with distinction,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,80,89,77.7,77.7,78.6,78.6,83.3,62.5,88.8,95.5,100,84.5,82.7,85,88.3,66.7
1271,Pass with distinction,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,78,92,82.7,82.7,77.6,77.6,66.7,40,78.5,96.3,100,85.6,88.2,77.7,77.3,60
1272,Pass with distinction,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,78,92,88.2,79.2,69.6,69.6,60,77.3,77.8,100,98.6,88.3,87.5,82.7,70.4,63.6
1273,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,87.6,82.6,87.6,74.7,80.5,80.5,63.6,70.4,65.4,100,85,79.2,73.8,88.2,67.2,62.5
1274,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,88.3,93.3,88.3,77.5,78.5,78.5,62.5,67.2,68.4,100,89.1,93.1,81.4,87.5,59.3,40
1275,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,84.5,93.3,84.5,92.2,77.8,77.8,40,59.3,67.5,98.6,87.3,89.9,80,73.8,85.6,77.3
1276,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,85.6,68.8,85.6,89.5,65.4,65.4,77.3,85.6,58,85,93.4,61.7,83.2,81.4,76.8,70.4
1277,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,88.3,83.7,88.3,83.3,68.4,68.4,70.4,76.8,63.6,89.1,88.8,91.3,84.5,80,75.2,67.2
1278,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,79.2,77.3,79.2,100,67.5,67.5,67.2,75.2,61,87.3,89.7,87.6,85.6,83.2,78.6,59.3
1279,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,93.1,88.1,93.1,100,58,58,59.3,78.6,56.6,93.4,94.8,73.3,78,84.5,77.6,85.6
1280,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,89.9,89.7,89.9,100,63.6,63.6,85.6,77.6,68.8,88.8,92.4,90.5,90.8,85.6,69.6,76.8
1281,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,61.7,89,61.7,100,61,61,76.8,69.6,95.5,89.7,92.9,88.4,90.3,78,80.5,75.2
1282,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,91.3,92,91.3,95.5,56.6,56.6,75.2,80.5,96.3,94.8,90.1,69.8,79.2,90.8,59.3,78.6
1283,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,87.6,92,87.6,96.3,68.8,68.8,78.6,78.5,100,92.4,100,85,93.1,90.3,85.6,77.6
1284,Pass with distinction,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,73.3,92,73.3,100,78,62.7,77.6,77.8,100,92.9,100,77.7,89.9,79.2,76.8,69.6
1285,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,85,88,90.5,100,90.8,61.7,69.6,65.4,100,90.1,100,82.7,61.7,93.1,75.2,80.5
1286,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,88.4,100,88.4,100,90.3,91.3,80.5,68.4,98.6,100,100,88.2,91.3,89.9,78.6,78.5
1287,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,69.8,100,69.8,98.6,79.2,87.6,78.5,67.5,85,100,78,87.5,87.6,61.7,88.4,77.8
1288,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,85,33.3,85,85,93.1,88.3,77.8,58,89.1,100,90.8,73.8,88.3,91.3,71,65.4
1289,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,77.7,66.7,77.7,89.1,89.9,84.5,65.4,63.6,87.3,100,90.3,81.4,84.5,87.6,89.9,68.4
1290,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,82.7,52.4,82.7,87.3,61.7,85.6,68.4,61,93.4,95.5,79.2,80,85.6,88.3,89,67.5
1291,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,88.2,100,88.2,93.4,91.3,88.3,67.5,56.6,88.8,96.3,93.1,83.2,88.3,84.5,75.7,58
1292,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,87.5,100,87.5,88.8,87.6,79.2,58,68.8,88.2,100,89.9,84.5,79.2,85.6,92.4,63.6
1293,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,73.8,100,73.8,89.7,88.3,93.1,63.6,80,87.5,100,61.7,85.6,93.1,88.3,88.5,61
1294,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,81.4,100,81.4,94.8,84.5,89.9,61,78,73.8,100,91.3,78,89.9,91.3,68.7,56.6
1295,Pass,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,80,100,80,92.4,85.6,61.7,56.6,78,81.4,98.6,87.6,90.8,61.7,87.6,92.3,68.8
1296,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,83.2,100,83.2,92.9,88.3,91.3,68.8,79.4,80,100,88.3,90.3,91.3,89.9,89.4,80
1297,Pass,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,84.5,88.4,84.5,90.1,79.2,87.6,62.7,79.3,83.2,100,84.5,79.2,87.6,61.7,88.3,78
1298,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,82.5,75,85.6,71,85.6,100,93.1,73.3,64,80,82.6,98.6,85.6,93.1,73.3,91.3,83.4,78
1299,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,85,88.3,89.9,78,100,89.9,90.5,56.3,92.4,93.3,89.5,88.3,89.9,90.5,87.6,84.8,79.4
1300,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,97.5,87.5,79.2,89,90.8,100,61.7,88.4,71,90.1,93.3,83.3,79.2,61.7,88.4,77.7,87.9,79.3
1301,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,90,52.5,85,93.1,75.7,90.3,100,91.3,69.8,64.7,82.6,68.8,95.5,61.7,61.7,69.8,82.7,100,80
1302,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,70,82.5,89.9,92.4,79.2,95.5,87.6,85,61,93.3,83.7,96.3,91.3,91.3,85,88.2,90.9,92.4
1303,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,95,72.5,95,61.7,88.5,93.1,96.3,73.3,77.7,74.2,93.3,77.3,100,87.6,87.6,77.7,87.5,91.3,90.1
1304,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,62.5,72.5,91.3,68.7,89.9,100,90.5,82.7,70.6,68.8,88.1,100,73.3,73.3,82.7,73.8,83.3,82.6
1305,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,65,87.6,92.3,61.7,100,88.4,88.2,63.4,83.7,89.7,100,90.5,90.5,88.2,81.4,95,93.3
1306,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,70,75,73.3,89.4,91.3,100,69.8,87.5,78,77.3,89,98.6,88.4,88.4,87.5,80,92.3,93.3
1307,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,50,72.5,77.5,90.5,88.3,87.6,98.6,85,73.8,70.7,88.1,92,64,69.8,69.8,73.8,83.2,33.3,68.8
1308,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,87.5,85,88.4,83.4,88.3,100,77.7,81.4,69.5,89.7,64,64,85,85,81.4,84.5,95.2,83.7
1309,Pass with distinction,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,78,84.8,84.5,100,82.7,80,61.7,89,56.3,62.3,77.7,87.6,80,85.6,87.5,77.3
1310,Borderline Pass,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,90.8,87.9,85.6,98.6,88.2,83.2,91.3,92,71,72.9,82.7,73.3,83.2,92.3,85.7,88.1
1311,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,90.3,100,88.3,89.5,87.5,84.5,87.6,92,64.7,67.3,88.2,90.5,84.5,33.3,75,89.7
1312,Pass,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,79.2,90.9,79.2,83.3,73.8,85.6,88.3,92,56.3,63,87.5,88.4,85.6,95.2,61.9,89
1313,Borderline Pass,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,93.1,91.3,93.1,100,81.4,78,84.5,88,71,80.2,73.8,69.8,78,87.5,44.4,92
1314,Pass,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,89.9,83.3,89.9,100,80,90.8,85.6,100,64.7,63,81.4,85,90.8,85.7,66.7,92
1315,Borderline Pass,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,61.7,95,61.7,100,83.2,90.3,88.3,100,61,65.7,80,77.7,90.3,70.6,57.1,92
1316,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,91.3,92.3,91.3,100,84.5,79.2,79.2,33.3,74.2,64,83.2,82.7,79.2,75,100,88
1317,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,87.6,33.3,87.6,95.5,85.6,93.1,93.1,66.7,70.6,64,84.5,88.2,93.1,86.6,100,100
1318,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,88.3,95.2,73.3,96.3,78,89.9,89.9,52.4,63.4,62.3,85.6,87.5,89.9,100,100,100
1319,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,87.5,85,84.5,87.5,90.5,100,90.8,61.7,61.7,100,78,72.9,78,73.8,61.7,100,80.2,33.3
1320,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,85.6,85.7,88.4,100,90.3,91.3,91.3,100,70.7,67.3,90.8,81.4,91.3,100,100,66.7
1321,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,88.3,70.6,69.8,100,79.2,87.6,87.6,100,69.5,63,90.3,80,87.6,75,92.6,52.4
1322,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,79.2,75,85,98.6,93.1,88.3,73.3,100,61.7,0,79.2,83.2,88.3,84.6,92.6,100
1323,Pass,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,93.1,86.6,77.7,79.2,89.9,84.5,90.5,100,91.3,63,93.1,84.5,84.5,80,68.8,100
1324,Pass with distinction,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,89.9,100,82.7,74.7,61.7,85.6,88.4,100,87.6,65.7,89.9,85.6,85.6,100,80.7,100
1325,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,61.7,100,88.2,77.5,91.3,88.3,69.8,88.4,88.3,100,61.7,78,88.3,95.2,75.6,100
1326,Pass,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,91.3,100,87.5,92.2,87.6,79.2,85,71,84.5,100,91.3,90.8,79.2,95.8,68.7,100
1327,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,87.6,75,73.8,89.5,88.3,93.1,77.7,89.9,85.6,44.4,87.6,90.3,93.1,80,79.2,100
1328,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,73.3,84.6,81.4,83.3,84.5,89.9,82.7,89,88.3,75,88.3,79.2,89.9,77.3,74.7,88.4
1329,Pass with distinction,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,90.5,80,80,100,85.6,61.7,79.2,75.7,79.2,61.9,84.5,93.1,61.7,77.8,77.5,71
1330,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,88.4,100,83.2,100,88.3,91.3,74.7,92.4,93.1,44.4,85.6,89.9,91.3,88,92.2,89.9
1331,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,69.8,95.2,84.5,100,79.2,87.6,77.5,88.5,89.9,66.7,88.3,61.7,87.6,87.3,98.6,89
1332,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,85,95.8,85.6,100,93.1,73.3,92.2,68.7,61.7,57.1,79.2,91.3,73.3,92.9,89.5,75.7
1333,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,77.7,80,78,95.5,89.9,90.5,89.5,92.3,91.3,100,93.1,87.6,90.5,92.2,83.3,92.4
1334,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,82.7,77.3,90.8,96.3,61.7,88.4,83.3,89.4,87.6,100,89.9,88.3,88.4,75.7,100,88.5
1335,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,77.2,77.8,90.3,100,91.3,69.8,100,88.3,73.3,100,61.7,84.5,69.8,83.4,100,68.7
1336,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,80,88,79.2,100,87.6,85,100,83.4,90.5,80.2,91.3,85.6,85,79.7,100,92.3
1337,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,78,87.3,93.1,100,73.3,77.7,100,84.8,88.4,80.2,87.6,61.7,77.7,89.7,100,89.4
1338,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,78,92.9,89.9,98.6,90.5,82.7,100,87.9,69.8,92.6,73.3,91.3,82.7,95.3,95.5,88.3
1339,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,79.4,92.2,61.7,85,88.4,88.2,95.5,100,85,92.6,90.5,87.6,88.2,94.6,96.3,83.4
1340,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,79.3,75.7,91.3,89.1,69.8,87.5,96.3,90.9,77.7,68.8,88.4,73.3,87.5,77.7,100,84.8
1341,Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,80,83.4,87.6,87.3,85,73.8,100,91.3,82.7,80.7,69.8,90.5,73.8,82.7,100,87.9
1342,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,92.4,79.7,88.3,93.4,77.7,81.4,100,83.3,79.2,75.6,85,88.4,81.4,33.3,100,100
1343,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,90.1,89.7,84.5,88.8,82.7,80,100,95,74.7,68.7,77.7,69.8,80,83.3,98.6,90.9
1344,Borderline Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,82.6,95.3,85.6,89.7,88.2,83.2,98.6,92.3,77.5,63,93.1,84.5,83.2,66.7,64,91.3
1345,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,89.9,94.6,88.3,94.8,87.5,84.5,85,33.3,92.2,65.7,89.9,85.6,84.5,60,64,83.3
1346,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,61.7,73.8,79.2,92.4,73.8,85.6,89.1,95.2,89.5,100,61.7,78,85.6,63.6,62.3,95
1347,Borderline Pass,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,91.3,83,93.1,92.9,81.4,78,87.3,87.5,83.3,100,91.3,90.8,84.5,91.3,72.9,92.3
1348,Pass,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,87.6,81.3,89.9,90.1,80,90.8,93.4,85.7,100,44.4,87.6,90.3,85.6,87.6,67.3,33.3
1349,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,73.3,86.7,61.7,100,83.2,83.2,88.8,70.6,100,57.1,100,61.7,88.4,88.4,94.6,90.1
1350,Pass with distinction,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,90.5,93.3,91.3,100,84.5,84.5,89.7,75,100,100,80.2,91.3,69.8,69.8,73.8,100
1351,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,88.4,93.3,87.6,100,85.6,85.6,94.8,86.6,100,100,89.9,87.6,85,85,83,100
1352,Pass with distinction,1,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,69.8,68.8,73.3,100,78,78,92.4,100,95.5,100,61.7,88.3,77.7,87.6,81.3,100
1353,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,85,83.7,90.5,95.5,90.8,90.8,92.9,100,83.3,80.2,91.3,84.5,82.7,73.3,86.7,100
1354,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,77.7,77.3,88.4,96.3,90.3,90.3,90.1,100,100,89.9,83.3,85.6,88.2,90.5,93.3,95.5
1355,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,82.7,88.1,69.8,100,79.2,79.2,100,75,100,61.7,100,88.3,87.5,88.4,93.3,96.3
1356,Pass with distinction,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,77.2,89.7,85,100,93.1,93.1,100,84.6,100,91.3,100,79.2,73.8,69.8,68.8,100
1357,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,80,89,77.7,100,89.9,89.9,100,80,100,87.6,100,93.1,81.4,85,83.7,100
1358,Pass with distinction,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,70,37.5,80,78,92,82.7,98.6,61.7,61.7,100,100,95.5,73.3,100,89.9,80,77.7,77.3,100
1359,Pass with distinction,1,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,52.5,82.5,62.5,78,92,88.2,100,91.3,91.3,95.5,95.2,96.3,90.5,95.5,61.7,83.2,82.7,88.1,98.6
1360,Pass with distinction,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,50,80,70,79.4,92,87.5,100,87.6,87.6,96.3,95.8,100,88.4,96.3,91.3,84.5,88.2,89.7,100
1361,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,77.5,62.5,80,79.3,88,73.8,98.6,88.3,88.3,100,80,100,77.2,100,87.6,85.6,87.5,89,100
1362,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,90,70,75,80,82.6,81.4,89.5,84.5,84.5,100,77.3,100,80,100,73.3,78,73.8,92,98.6
1363,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,80,95,92.4,100,80,83.3,85.6,85.6,100,77.8,98.6,78,100,90.5,90.8,81.4,92,89.5
1364,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,85,75,60,90.1,100,83.2,100,88.3,88.3,98.6,88,85,78,98.6,88.4,90.3,80,92,83.3
1365,Pass with distinction,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,70,82.6,44.4,84.5,100,79.2,79.2,100,87.3,89.1,79.4,85,69.8,79.2,83.2,88,100
1366,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,87.5,60,72.5,100,75,85.6,100,93.1,93.1,100,92.9,87.3,79.3,89.1,85,93.1,84.5,82.6,100
1367,Pass with distinction,0,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,80,70,82.5,100,61.9,78,100,89.9,89.9,98.6,92.2,93.4,80,87.3,77.7,89.9,85.6,100,100
1368,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,82.5,72.5,95,44.4,44.4,90.8,95.5,61.7,61.7,89.5,75.7,88.8,92.4,93.4,82.7,61.7,78,100,100
1369,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,55,62.5,72.5,75,66.7,90.3,96.3,91.3,91.3,83.3,83.4,89.7,90.1,88.8,88.2,91.3,90.8,44.4,95.5
1370,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,72.5,70,65,61.9,57.1,79.2,100,87.6,87.6,100,79.7,94.8,82.6,89.7,87.5,87.6,90.3,75,96.3
1371,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,65,70,75,44.4,100,93.1,100,73.3,73.3,100,89.7,92.4,92.6,94.8,73.8,88.3,79.2,61.9,100
1372,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,72.5,77.5,66.7,100,89.9,100,90.5,90.5,100,95.3,92.9,92.6,92.4,81.4,84.5,93.1,44.4,100
1373,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,67.5,82.5,75,57.1,100,61.7,98.6,88.4,88.4,100,94.6,90.1,68.8,92.9,80,85.6,89.9,66.7,100
1374,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,75,95,85,100,80.2,91.3,64,69.8,69.8,95.5,73.8,100,80.7,90.1,83.2,88.3,61.7,57.1,98.6
1375,Pass with distinction,0,1,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,62.5,97.5,87.5,100,89.9,87.6,64,85,85,96.3,83,100,75.6,100,84.5,79.2,91.3,100,61.7
1376,Pass with distinction,0,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.09,0,1,0,1,90,52.5,85,100,61.7,88.3,62.3,77.7,87.6,100,81.3,100,68.7,100,85.6,93.1,87.6,100,91.3
